car_reg,purchase_date,year,month,county,make,model,type,colour,tax_band,price
191-L-2022,2019-08-01,2019,1,GALWAY,FORD,FIESTA,HATCHBACK,BLUE,A,27798.0
181-G-1127,2018-03-20,2018,3,GALWAY,MERCEDES,A-CLASS,HATCHBACK,RED,B,43241.0
201-D-3803,2019-01-03,2019,3,DUBLIN,TOYOTA,COROLLA,SALOON,WHITE,B,30127.0
192-D-2883,2019-09-13,2019,9,GALWAY,AUDI,A4,ESTATE,RED,B,46005.0
202-L-281,2019-03-07,2019,7,LIMERICK,TOYOTA,COROLLA,HATCHBACK,BLUE,B,28446.0
201-C-1523,2020-04-26,2020,4,CORK,BMW,3 SERIES,SALOON,WHITE,B,44182.0
192-G-1657,2019-05-08,2019,8,GALWAY,AUDI,Q3,SUV,WHITE,B,54699.0
181-D-2832,2018-03-27,2018,3,GALWAY,MAZDA,MAZDA6,ESTATE,WHITE,B,37203.0
201-C-1983,2020-08-01,2020,1,CORK,OPEL,CROSSLAND X,SUV,WHITE,A,27945.0
201-D-2192,2020-08-02,2020,2,DUBLIN,OPEL,CROSSLAND X,SUV,BLUE,A,23661.0
181-D-1361,2018-03-02,2018,2,GALWAY,FORD,FOCUS,ESTATE,SILVER,A,26033.0
182-G-333,2018-07-15,2018,7,GALWAY,AUDI,A4,SALOON,RED,B,51183.0
181-G-94,2018-04-17,2018,4,GALWAY,BMW,5 SERIES,ESTATE,RED,C,70643.0
191-L-3563,2019-07-01,2019,1,GALWAY,FORD,MONDEO,SALOON,WHITE,B,37044.0
202-D-3117,2020-10-22,2020,10,GALWAY,FORD,FIESTA,HATCHBACK,WHITE,A,24549.0
201-D-1426,2018-08-02,2018,2,DUBLIN,MAZDA,MAZDA3,HATCHBACK,SILVER,B,33797.0
201-D-1060,2020-08-03,2020,3,DUBLIN,BMW,2 SERIES,COUPE,RED,B,82668.0
192-W-2334,2019-07-20,2019,7,GALWAY,OPEL,ASTRA,ESTATE,BLUE,B,25189.0
191-C-1874,2019-06-01,2019,1,CORK,FORD,FOCUS,HATCHBACK,BLUE,A,33099.0
191-L-2146,2019-04-02,2019,2,GALWAY,OPEL,ASTRA,ESTATE,WHITE,B,28018.0
201-L-2335,2020-02-14,2020,2,GALWAY,OPEL,GRANDLAND X,SUV,RED,B,29018.0
201-D-4928,2018-02-13,2018,2,DUBLIN,AUDI,Q3,SUV,RED,B,48412.0
201-G-2016,2018-05-20,2018,5,GALWAY,AUDI,Q3,SUV,RED,B,44353.0
201-D-2971,2019-01-17,2019,1,DUBLIN,BMW,3 SERIES,ESTATE,SILVER,B,57692.0
181-D-3860,2018-01-19,2018,1,GALWAY,MAZDA,MAZDA3,SALOON,WHITE,B,37853.0
191-C-3137,2019-01-21,2019,1,CORK,OPEL,CORSA,HATCHBACK,RED,A,17996.0
191-C-1748,2019-01-22,2019,1,CORK,MAZDA,CX-5,SUV,WHITE,B,41272.0
201-D-2167,2018-01-18,2018,1,DUBLIN,TOYOTA,CAMERY,SALOON,WHITE,B,40872.0
182-G-416,2018-07-20,2018,7,GALWAY,OPEL,CORSA,HATCHBACK,SILVER,A,17054.0
181-D-4618,2018-03-20,2018,3,DUBLIN,TOYOTA,YARIS,HATCHBACK,SILVER,A,19862.0
192-G-4694,2019-08-11,2019,11,GALWAY,OPEL,CROSSLAND X,SUV,WHITE,A,24321.0
202-L-4599,2019-09-08,2019,8,LIMERICK,MAZDA,MAZDA6,SALOON,SILVER,B,45937.0
201-L-705,2020-01-24,2020,1,LIMERICK,MAZDA,MAZDA3,HATCHBACK,RED,B,36422.0
191-C-2812,2019-01-14,2019,1,GALWAY,OPEL,CROSSLAND X,SUV,WHITE,A,24345.0
181-C-2243,2018-03-26,2018,3,CORK,FORD,MONDEO,HATCHBACK,BLUE,B,39767.0
201-D-2187,2019-01-01,2019,1,DUBLIN,TOYOTA,COROLLA,HATCHBACK,WHITE,B,31601.0
191-D-1873,2019-01-21,2019,1,DUBLIN,OPEL,CROSSLAND X,SUV,SILVER,A,23627.0
202-W-2714,2020-05-07,2020,7,WATERFORD,TOYOTA,PRIUS,HATCHBACK,WHITE,B,34208.0
182-G-2770,2018-06-07,2018,7,GALWAY,FORD,MUSTANG,COUPE,BLUE,C,63651.0
192-D-2362,2019-07-21,2019,7,GALWAY,TOYOTA,RAV4,SUV,RED,B,43203.0
201-L-2663,2020-11-05,2020,5,LIMERICK,FORD,KUGA,SUV,BLUE,B,46201.0
182-C-324,2018-10-11,2018,11,CORK,AUDI,Q3,SUV,WHITE,B,43239.0
181-C-1014,2018-03-21,2018,3,GALWAY,TOYOTA,CAMERY,SALOON,WHITE,B,41331.0
201-G-2166,2020-05-02,2020,2,GALWAY,AUDI,Q3,SUV,RED,B,51385.0
202-L-4524,2020-09-27,2020,9,LIMERICK,BMW,2 SERIES,COUPE,RED,B,49195.0
201-D-774,2018-03-05,2018,5,DUBLIN,AUDI,A4,SALOON,BLUE,B,46195.0
202-L-222,2020-08-07,2020,7,GALWAY,FORD,KUGA,SUV,RED,B,49836.0
181-L-3246,2018-02-17,2018,2,LIMERICK,FORD,FOCUS,ESTATE,WHITE,A,42317.0
202-D-2443,2020-07-15,2020,7,GALWAY,BMW,3 SERIES,SALOON,SILVER,B,44894.0
191-D-1478,2019-01-14,2019,1,GALWAY,OPEL,INSIGNIA,HATCHBACK,BLUE,B,30682.0
182-D-2413,2018-11-19,2018,11,DUBLIN,FORD,MUSTANG,COUPE,RED,C,58044.0
201-G-3519,2020-02-18,2020,2,GALWAY,FORD,FOCUS,ESTATE,RED,A,28555.0
191-D-306,2019-01-25,2019,1,GALWAY,AUDI,A4,ESTATE,RED,B,45821.0
201-D-4608,2019-03-01,2019,1,DUBLIN,AUDI,A6,SALOON,WHITE,C,82470.0
201-D-1864,2020-01-16,2020,1,DUBLIN,BMW,7 SERIES,SALOON,RED,D,180198.0
191-D-4027,2019-03-16,2019,3,GALWAY,FORD,FOCUS,ESTATE,BLUE,A,38094.0
201-G-3869,2018-01-18,2018,1,GALWAY,AUDI,Q3,SUV,WHITE,B,41948.0
201-L-936,2020-02-01,2020,1,LIMERICK,AUDI,Q3,SUV,RED,B,44797.0
201-G-1907,2020-01-14,2020,1,GALWAY,BMW,3 SERIES,SALOON,SILVER,B,57843.0
181-L-1230,2018-01-20,2018,1,GALWAY,AUDI,A6,SALOON,SILVER,C,74009.0
181-D-3617,2018-03-27,2018,3,DUBLIN,BMW,X3,SUV,WHITE,C,120913.0
201-W-4084,2020-10-01,2020,1,WATERFORD,FORD,MUSTANG,COUPE,RED,C,69953.0
201-C-3551,2020-03-14,2020,3,CORK,FORD,FOCUS,HATCHBACK,SILVER,A,38061.0
181-D-2011,2018-01-21,2018,1,DUBLIN,BMW,2 SERIES,COUPE,SILVER,B,66295.0
192-D-4403,2019-10-09,2019,9,DUBLIN,FORD,MUSTANG,COUPE,BLUE,C,61241.0
201-L-3761,2018-03-17,2018,3,LIMERICK,FORD,MUSTANG,COUPE,WHITE,C,49152.0
191-L-3310,2019-04-25,2019,4,LIMERICK,TOYOTA,RAV4,SUV,BLUE,B,37589.0
181-D-4910,2018-03-26,2018,3,GALWAY,OPEL,CORSA,HATCHBACK,RED,A,19855.0
191-L-3381,2019-08-01,2019,1,GALWAY,MAZDA,MAZDA6,ESTATE,RED,B,38813.0
191-G-1974,2019-05-01,2019,1,GALWAY,AUDI,A6,SALOON,SILVER,C,59852.0
202-L-2319,2020-07-23,2020,7,LIMERICK,MAZDA,MAZDA3,HATCHBACK,BLUE,B,36787.0
201-G-3513,2019-01-19,2019,1,GALWAY,MAZDA,MAZDA6,ESTATE,WHITE,B,36703.0
181-C-2634,2018-01-17,2018,1,GALWAY,OPEL,CORSA,HATCHBACK,RED,A,17752.0
201-D-933,2020-08-02,2020,2,GALWAY,TOYOTA,COROLLA,HATCHBACK,RED,B,28003.0
192-C-557,2019-07-25,2019,7,GALWAY,AUDI,Q3,SUV,BLUE,B,43840.0
202-C-3626,2018-08-20,2018,8,CORK,AUDI,A6,ESTATE,BLUE,C,69522.0
201-C-4500,2020-09-02,2020,2,CORK,BMW,X3,SUV,RED,C,56568.0
181-W-2894,2018-08-03,2018,3,GALWAY,OPEL,CORSA,HATCHBACK,BLUE,A,23956.0
191-W-2217,2019-01-27,2019,1,GALWAY,MAZDA,MAZDA3,HATCHBACK,WHITE,B,28871.0
201-C-2036,2020-06-01,2020,1,CORK,OPEL,GRANDLAND X,SUV,BLUE,B,31096.0
202-C-2237,2019-07-26,2019,7,CORK,BMW,5 SERIES,ESTATE,WHITE,C,76955.0
201-C-2942,2020-04-19,2020,4,CORK,BMW,3 SERIES,SALOON,RED,B,70336.0
201-C-2852,2020-11-05,2020,5,GALWAY,FORD,MONDEO,SALOON,WHITE,B,38578.0
202-W-3572,2019-07-18,2019,7,WATERFORD,MAZDA,MAZDA3,SALOON,WHITE,B,36878.0
201-G-2697,2020-01-15,2020,1,GALWAY,FORD,MONDEO,SALOON,WHITE,B,37970.0
201-C-811,2020-01-26,2020,1,GALWAY,AUDI,A4,ESTATE,RED,B,42911.0
191-D-2464,2019-04-01,2019,1,GALWAY,MERCEDES,GLC-CLASS,SUV,RED,C,91479.0
181-L-373,2018-01-27,2018,1,GALWAY,MERCEDES,A-CLASS,HATCHBACK,WHITE,B,57627.0
182-D-596,2018-09-18,2018,9,GALWAY,FORD,FOCUS,ESTATE,WHITE,A,24465.0
181-C-3884,2018-03-13,2018,3,GALWAY,MERCEDES,GLC-CLASS,SUV,RED,C,133105.0
201-W-4810,2019-01-20,2019,1,WATERFORD,BMW,2 SERIES,COUPE,ORANGE,B,109446.0
191-D-861,2019-02-25,2019,2,DUBLIN,TOYOTA,YARIS,HATCHBACK,WHITE,A,15245.0
202-D-747,2020-07-19,2020,7,DUBLIN,FORD,MUSTANG,COUPE,WHITE,C,64015.0
201-D-2579,2020-01-21,2020,1,DUBLIN,OPEL,GRANDLAND X,SUV,RED,B,42108.0
181-L-1443,2018-11-02,2018,2,GALWAY,OPEL,ASTRA,HATCHBACK,RED,A,28724.0
201-D-538,2018-02-23,2018,2,DUBLIN,AUDI,A6,SALOON,RED,C,68176.0
201-G-2387,2020-01-18,2020,1,GALWAY,AUDI,A6,SALOON,WHITE,C,87053.0
181-G-356,2018-03-01,2018,1,GALWAY,OPEL,CORSA,HATCHBACK,SILVER,A,23015.0
181-D-3605,2018-01-15,2018,1,GALWAY,AUDI,A6,SALOON,WHITE,C,75581.0
201-C-392,2018-05-05,2018,5,CORK,MAZDA,CX-5,SUV,SILVER,B,42123.0
202-D-3649,2020-07-15,2020,7,DUBLIN,MAZDA,CX-5,SUV,BLUE,B,36466.0
191-L-1839,2019-11-02,2019,2,GALWAY,MAZDA,MAZDA3,SALOON,WHITE,B,31475.0
201-D-1649,2020-05-01,2020,1,DUBLIN,FORD,MONDEO,HATCHBACK,ORANGE,B,35159.0
182-C-4311,2018-07-15,2018,7,GALWAY,TOYOTA,COROLLA,SALOON,BLUE,B,30199.0
201-W-3609,2020-01-17,2020,1,WATERFORD,MAZDA,CX-5,SUV,WHITE,B,40649.0
201-C-2119,2020-08-02,2020,2,CORK,BMW,3 SERIES,ESTATE,RED,B,46634.0
191-D-785,2019-10-02,2019,2,GALWAY,OPEL,CORSA,HATCHBACK,ORANGE,A,24075.0
192-D-1166,2019-02-07,2019,7,DUBLIN,FORD,FOCUS,HATCHBACK,SILVER,A,38170.0
201-C-3354,2018-03-26,2018,3,CORK,FORD,FOCUS,HATCHBACK,RED,A,36410.0
201-C-3798,2018-02-26,2018,2,CORK,TOYOTA,COROLLA,HATCHBACK,RED,B,27246.0
201-L-4202,2019-04-21,2019,4,LIMERICK,BMW,5 SERIES,ESTATE,SILVER,C,67623.0
191-D-265,2019-01-21,2019,1,DUBLIN,MAZDA,CX-5,SUV,WHITE,B,44436.0
191-G-3685,2019-10-01,2019,1,GALWAY,TOYOTA,RAV4,SUV,RED,B,40319.0
191-D-4825,2019-02-02,2019,2,GALWAY,BMW,3 SERIES,SALOON,SILVER,B,50503.0
191-C-159,2019-01-15,2019,1,CORK,TOYOTA,RAV4,SUV,RED,B,44985.0
191-D-1051,2019-04-17,2019,4,GALWAY,MERCEDES,C-CLASS,ESTATE,ORANGE,B,54990.0
191-L-609,2019-07-02,2019,2,GALWAY,OPEL,CROSSLAND X,SUV,WHITE,A,25160.0
181-G-1327,2018-02-22,2018,2,GALWAY,TOYOTA,COROLLA,SALOON,SILVER,B,31547.0
201-G-3294,2018-04-16,2018,4,GALWAY,AUDI,A4,SALOON,RED,B,49864.0
201-L-2228,2018-01-03,2018,3,LIMERICK,BMW,5 SERIES,ESTATE,WHITE,C,75023.0
202-L-2322,2020-10-07,2020,7,LIMERICK,FORD,KUGA,SUV,WHITE,B,47339.0
181-C-258,2018-01-18,2018,1,CORK,MAZDA,MAZDA6,ESTATE,WHITE,B,37673.0
181-C-1561,2018-09-03,2018,3,GALWAY,TOYOTA,COROLLA,HATCHBACK,WHITE,B,33776.0
181-W-3739,2018-11-01,2018,1,WATERFORD,MAZDA,CX-30,SUV,SILVER,B,37158.0
181-G-3565,2018-01-27,2018,1,GALWAY,BMW,5 SERIES,ESTATE,BLUE,C,68503.0
201-D-3624,2018-01-20,2018,1,DUBLIN,FORD,FOCUS,HATCHBACK,BLUE,A,35025.0
182-W-3320,2018-08-18,2018,8,GALWAY,FORD,FOCUS,ESTATE,WHITE,A,35605.0
202-C-1866,2018-01-07,2018,7,CORK,BMW,X3,SUV,WHITE,C,124970.0
181-C-315,2018-08-01,2018,1,CORK,AUDI,A6,ESTATE,SILVER,C,69145.0
191-W-159,2019-11-01,2019,1,WATERFORD,MAZDA,MAZDA6,ESTATE,WHITE,B,40161.0
201-D-2826,2020-06-18,2020,6,GALWAY,MAZDA,CX-30,SUV,RED,B,42770.0
181-D-115,2018-03-02,2018,2,GALWAY,MAZDA,MAZDA3,HATCHBACK,RED,B,32145.0
202-D-4496,2019-07-25,2019,7,DUBLIN,FORD,KUGA,SUV,RED,B,35330.0
182-G-115,2018-07-07,2018,7,GALWAY,MERCEDES,C-CLASS,ESTATE,RED,B,46487.0
201-C-3254,2020-02-18,2020,2,CORK,FORD,FIESTA,HATCHBACK,BLUE,A,20218.0
191-C-2366,2019-01-17,2019,1,CORK,OPEL,CROSSLAND X,SUV,RED,A,26952.0
202-D-2292,2020-11-07,2020,7,DUBLIN,FORD,FOCUS,HATCHBACK,WHITE,A,23122.0
181-D-696,2018-01-27,2018,1,GALWAY,TOYOTA,RAV4,SUV,RED,B,37136.0
181-C-1865,2018-03-27,2018,3,GALWAY,MAZDA,CX-5,SUV,RED,B,36484.0
202-D-782,2019-07-13,2019,7,DUBLIN,TOYOTA,YARIS,HATCHBACK,WHITE,A,17864.0
201-C-2236,2019-03-17,2019,3,CORK,OPEL,CORSA,HATCHBACK,WHITE,A,18237.0
192-C-4156,2019-07-26,2019,7,GALWAY,AUDI,A4,ESTATE,BLUE,B,48660.0
182-W-3524,2018-07-23,2018,7,GALWAY,AUDI,Q3,SUV,RED,B,45824.0
182-C-3830,2018-06-07,2018,7,CORK,BMW,3 SERIES,HATCHBACK,WHITE,C,60573.0
181-C-89,2018-03-18,2018,3,CORK,OPEL,ASTRA,ESTATE,BLUE,B,27257.0
192-C-4969,2019-07-13,2019,7,CORK,AUDI,A4,ESTATE,SILVER,B,44845.0
181-G-4159,2018-09-01,2018,1,GALWAY,MAZDA,MAZDA6,ESTATE,RED,B,42734.0
192-W-1445,2019-09-08,2019,8,GALWAY,BMW,2 SERIES,COUPE,RED,B,121730.0
181-L-1241,2018-04-25,2018,4,LIMERICK,FORD,FOCUS,HATCHBACK,RED,A,41674.0
181-L-4260,2018-12-06,2018,6,LIMERICK,MAZDA,MAZDA3,HATCHBACK,BLUE,B,31533.0
192-L-4878,2019-09-25,2019,9,GALWAY,MAZDA,CX-5,SUV,RED,B,45664.0
191-L-1786,2019-11-01,2019,1,GALWAY,OPEL,ASTRA,HATCHBACK,WHITE,A,29572.0
201-D-790,2018-12-01,2018,1,DUBLIN,OPEL,INSIGNIA,HATCHBACK,RED,B,36830.0
201-C-2024,2020-01-13,2020,1,CORK,MERCEDES,C-CLASS,SALOON,WHITE,B,91660.0
192-C-2202,2019-07-18,2019,7,GALWAY,OPEL,ASTRA,HATCHBACK,RED,A,28633.0
201-D-3219,2018-03-27,2018,3,DUBLIN,FORD,FOCUS,HATCHBACK,RED,A,41596.0
202-D-3010,2018-12-09,2018,9,DUBLIN,MAZDA,MAZDA3,SALOON,ORANGE,B,37941.0
182-L-3568,2018-11-08,2018,8,GALWAY,TOYOTA,COROLLA,HATCHBACK,RED,B,32351.0
201-D-2017,2018-01-18,2018,1,DUBLIN,MAZDA,CX-30,SUV,WHITE,B,42838.0
192-G-3589,2019-05-07,2019,7,GALWAY,OPEL,INSIGNIA,HATCHBACK,RED,B,37594.0
201-C-3905,2020-01-03,2020,3,GALWAY,TOYOTA,YARIS,HATCHBACK,RED,A,15233.0
201-D-2817,2020-09-01,2020,1,DUBLIN,MAZDA,MAZDA6,ESTATE,WHITE,B,38144.0
201-G-3490,2020-03-03,2020,3,GALWAY,BMW,3 SERIES,HATCHBACK,WHITE,C,56437.0
202-G-1569,2019-07-17,2019,7,GALWAY,OPEL,ASTRA,HATCHBACK,SILVER,A,25218.0
191-L-1257,2019-01-19,2019,1,GALWAY,MAZDA,MAZDA3,SALOON,SILVER,B,30281.0
202-D-3251,2020-07-13,2020,7,GALWAY,AUDI,Q3,SUV,RED,B,50009.0
192-D-4445,2019-08-19,2019,8,GALWAY,OPEL,CROSSLAND X,SUV,BLUE,A,24278.0
201-D-3852,2018-02-01,2018,1,DUBLIN,FORD,FOCUS,HATCHBACK,WHITE,A,32522.0
191-G-1377,2019-01-23,2019,1,GALWAY,BMW,5 SERIES,ESTATE,ORANGE,C,82044.0
201-C-1703,2020-02-17,2020,2,GALWAY,BMW,2 SERIES,COUPE,BLUE,B,62687.0
201-D-3722,2020-03-22,2020,3,DUBLIN,FORD,MONDEO,HATCHBACK,RED,B,34903.0
202-C-1272,2020-08-07,2020,7,GALWAY,MAZDA,MAZDA3,HATCHBACK,WHITE,B,32680.0
192-L-4969,2019-07-24,2019,7,GALWAY,FORD,MONDEO,HATCHBACK,ORANGE,B,33454.0
191-D-2196,2019-02-14,2019,2,GALWAY,AUDI,A6,SALOON,RED,C,83930.0
201-L-4863,2020-01-25,2020,1,LIMERICK,MAZDA,MAZDA3,HATCHBACK,RED,B,30058.0
202-D-3596,2020-07-18,2020,7,DUBLIN,AUDI,Q3,SUV,RED,B,48100.0
182-D-4646,2018-07-25,2018,7,GALWAY,OPEL,CORSA,HATCHBACK,SILVER,A,20335.0
201-D-597,2020-01-25,2020,1,GALWAY,MAZDA,MAZDA6,ESTATE,RED,B,35639.0
202-D-305,2020-07-14,2020,7,DUBLIN,MERCEDES,C-CLASS,SALOON,BLUE,B,113668.0
181-D-4378,2018-02-17,2018,2,DUBLIN,OPEL,CROSSLAND X,SUV,WHITE,A,26317.0
201-C-2250,2020-01-17,2020,1,GALWAY,FORD,FOCUS,ESTATE,ORANGE,A,33964.0
201-G-633,2020-09-02,2020,2,GALWAY,OPEL,GRANDLAND X,SUV,RED,B,38659.0
201-L-3913,2020-02-04,2020,4,GALWAY,MAZDA,MAZDA3,SALOON,WHITE,B,33442.0
191-C-2466,2019-02-14,2019,2,CORK,OPEL,ASTRA,HATCHBACK,WHITE,A,24266.0
191-D-3058,2019-06-03,2019,3,DUBLIN,BMW,2 SERIES,COUPE,WHITE,B,55684.0
181-W-179,2018-01-17,2018,1,WATERFORD,MERCEDES,GLC-CLASS,SUV,RED,C,69206.0
201-C-1244,2019-02-21,2019,2,CORK,FORD,MUSTANG,COUPE,WHITE,C,65383.0
201-L-703,2020-12-01,2020,1,GALWAY,MERCEDES,A-CLASS,HATCHBACK,RED,B,31525.0
202-W-4838,2018-07-17,2018,7,WATERFORD,TOYOTA,PRIUS,HATCHBACK,WHITE,B,36410.0
192-D-688,2019-08-07,2019,7,GALWAY,AUDI,A4,SALOON,WHITE,B,44271.0
191-C-2982,2019-10-04,2019,4,CORK,MERCEDES,C-CLASS,SALOON,BLUE,B,117660.0
201-L-697,2019-02-17,2019,2,LIMERICK,OPEL,INSIGNIA,HATCHBACK,RED,B,28649.0
201-C-291,2020-02-01,2020,1,GALWAY,AUDI,A4,ESTATE,BLUE,B,51536.0
181-D-1518,2018-02-26,2018,2,GALWAY,FORD,KUGA,SUV,SILVER,B,47664.0
181-G-2114,2018-01-23,2018,1,GALWAY,AUDI,A6,SALOON,BLUE,C,52670.0
181-D-2606,2018-03-01,2018,1,GALWAY,MERCEDES,GLC-CLASS,SUV,RED,C,81639.0
181-D-920,2018-03-01,2018,1,GALWAY,TOYOTA,YARIS,HATCHBACK,BLUE,A,17298.0
192-G-3191,2019-04-07,2019,7,GALWAY,TOYOTA,YARIS,HATCHBACK,WHITE,A,17131.0
182-D-4837,2018-07-25,2018,7,GALWAY,FORD,MONDEO,HATCHBACK,RED,B,32084.0
201-L-2340,2020-05-01,2020,1,LIMERICK,TOYOTA,RAV4,SUV,WHITE,B,42622.0
181-D-4055,2018-04-05,2018,5,GALWAY,MAZDA,CX-5,SUV,WHITE,B,51335.0
181-C-3373,2018-03-21,2018,3,CORK,TOYOTA,YARIS,HATCHBACK,RED,A,16904.0
181-D-198,2018-05-02,2018,2,DUBLIN,BMW,2 SERIES,COUPE,BLUE,B,77366.0
181-G-2914,2018-01-15,2018,1,GALWAY,FORD,FIESTA,HATCHBACK,WHITE,A,28423.0
201-G-2241,2020-02-21,2020,2,GALWAY,TOYOTA,CAMERY,SALOON,WHITE,B,39886.0
191-D-1381,2019-05-01,2019,1,DUBLIN,AUDI,A6,SALOON,RED,C,65340.0
191-W-2248,2019-01-27,2019,1,WATERFORD,BMW,3 SERIES,ESTATE,WHITE,B,57484.0
192-D-3024,2019-12-07,2019,7,DUBLIN,OPEL,CORSA,HATCHBACK,BLUE,A,20107.0
201-D-1564,2019-02-01,2019,1,DUBLIN,AUDI,A6,SALOON,SILVER,C,76929.0
182-D-1568,2018-07-13,2018,7,GALWAY,MAZDA,MAZDA6,ESTATE,BLUE,B,39517.0
202-C-4081,2020-07-18,2020,7,GALWAY,FORD,KUGA,SUV,WHITE,B,38025.0
202-D-4842,2018-07-17,2018,7,DUBLIN,OPEL,ASTRA,HATCHBACK,WHITE,A,30164.0
201-L-4685,2018-02-22,2018,2,LIMERICK,OPEL,CORSA,HATCHBACK,RED,A,22238.0
201-G-4049,2020-02-15,2020,2,GALWAY,AUDI,A4,SALOON,RED,B,45707.0
201-C-4483,2020-08-02,2020,2,GALWAY,OPEL,CORSA,HATCHBACK,RED,A,23643.0
201-D-2318,2018-12-04,2018,4,DUBLIN,FORD,FOCUS,ESTATE,SILVER,A,39399.0
191-C-2807,2019-04-15,2019,4,CORK,FORD,FOCUS,HATCHBACK,SILVER,A,41498.0
202-G-1583,2020-08-24,2020,8,GALWAY,OPEL,ASTRA,HATCHBACK,BLUE,A,26469.0
201-D-4956,2019-03-01,2019,1,DUBLIN,MERCEDES,A-CLASS,HATCHBACK,RED,B,33571.0
201-G-2400,2019-02-01,2019,1,GALWAY,BMW,2 SERIES,COUPE,WHITE,B,82536.0
201-C-545,2020-06-26,2020,6,CORK,FORD,KUGA,SUV,RED,B,35647.0
202-C-851,2020-11-23,2020,11,CORK,TOYOTA,PRIUS,HATCHBACK,WHITE,B,34220.0
202-C-1744,2020-07-21,2020,7,GALWAY,FORD,FIESTA,HATCHBACK,RED,A,28997.0
201-D-4000,2020-06-02,2020,2,DUBLIN,FORD,FIESTA,HATCHBACK,RED,A,19572.0
201-D-3456,2018-01-18,2018,1,DUBLIN,MAZDA,MAZDA6,ESTATE,SILVER,B,39727.0
201-D-3695,2020-03-15,2020,3,DUBLIN,OPEL,ASTRA,HATCHBACK,SILVER,A,26979.0
191-L-2805,2019-05-03,2019,3,LIMERICK,BMW,3 SERIES,ESTATE,RED,B,64557.0
191-L-3264,2019-05-03,2019,3,LIMERICK,OPEL,INSIGNIA,HATCHBACK,RED,B,29743.0
191-L-645,2019-02-25,2019,2,GALWAY,BMW,3 SERIES,SALOON,RED,B,55302.0
202-G-1827,2020-10-27,2020,10,GALWAY,OPEL,CORSA,HATCHBACK,RED,A,21999.0
181-D-3597,2018-06-15,2018,6,DUBLIN,FORD,MONDEO,HATCHBACK,SILVER,B,35289.0
191-G-4756,2019-04-01,2019,1,GALWAY,FORD,FOCUS,ESTATE,RED,A,38340.0
182-D-918,2018-07-13,2018,7,GALWAY,AUDI,Q3,SUV,RED,B,48741.0
181-G-1570,2018-02-16,2018,2,GALWAY,OPEL,INSIGNIA,HATCHBACK,SILVER,B,36880.0
181-C-1223,2018-10-02,2018,2,GALWAY,AUDI,A4,ESTATE,RED,B,44973.0
201-D-700,2020-04-04,2020,4,DUBLIN,FORD,FIESTA,HATCHBACK,SILVER,A,19536.0
191-D-1988,2019-07-04,2019,4,GALWAY,BMW,2 SERIES,COUPE,RED,B,35447.0
191-D-3575,2019-02-01,2019,1,GALWAY,MERCEDES,GLC-CLASS,SUV,RED,C,94152.0
201-L-4407,2020-07-03,2020,3,GALWAY,OPEL,INSIGNIA,HATCHBACK,WHITE,B,33356.0
201-D-2434,2020-01-27,2020,1,DUBLIN,FORD,FOCUS,ESTATE,WHITE,A,44201.0
202-G-4620,2018-07-16,2018,7,GALWAY,TOYOTA,RAV4,SUV,RED,B,38029.0
202-G-1298,2020-11-19,2020,11,GALWAY,FORD,MONDEO,SALOON,RED,B,37666.0
201-G-2792,2020-03-24,2020,3,GALWAY,MAZDA,CX-30,SUV,WHITE,B,32784.0
201-D-2389,2020-10-02,2020,2,GALWAY,MERCEDES,A-CLASS,HATCHBACK,RED,B,59867.0
202-D-4852,2020-10-26,2020,10,DUBLIN,MERCEDES,A-CLASS,SALOON,RED,B,41502.0
191-L-1957,2019-03-17,2019,3,LIMERICK,MERCEDES,A-CLASS,SALOON,ORANGE,B,34424.0
181-L-3976,2018-10-05,2018,5,GALWAY,FORD,FIESTA,HATCHBACK,BLUE,A,28109.0
201-D-1219,2020-12-04,2020,4,GALWAY,AUDI,A4,SALOON,WHITE,B,55003.0
181-G-3635,2018-01-22,2018,1,GALWAY,OPEL,INSIGNIA,HATCHBACK,WHITE,B,35348.0
181-D-1079,2018-08-01,2018,1,GALWAY,TOYOTA,COROLLA,HATCHBACK,RED,B,27842.0
191-D-2730,2019-09-03,2019,3,GALWAY,MAZDA,MAZDA3,HATCHBACK,WHITE,B,30444.0
201-D-4440,2020-01-17,2020,1,GALWAY,MAZDA,MAZDA3,HATCHBACK,WHITE,B,28025.0
202-G-3305,2020-07-07,2020,7,GALWAY,FORD,FOCUS,ESTATE,BLUE,A,39905.0
192-G-1812,2019-11-08,2019,8,GALWAY,MAZDA,CX-30,SUV,WHITE,B,40149.0
191-C-3164,2019-04-23,2019,4,GALWAY,MAZDA,CX-5,SUV,SILVER,B,40875.0
191-C-1842,2019-06-06,2019,6,GALWAY,FORD,FOCUS,HATCHBACK,SILVER,A,36657.0
192-D-3628,2019-07-21,2019,7,DUBLIN,MERCEDES,A-CLASS,HATCHBACK,BLUE,B,35500.0
182-G-4370,2018-07-16,2018,7,GALWAY,FORD,FIESTA,HATCHBACK,WHITE,A,26609.0
192-C-210,2019-07-25,2019,7,GALWAY,OPEL,CROSSLAND X,SUV,BLUE,A,24614.0
201-D-4346,2020-10-03,2020,3,DUBLIN,MERCEDES,C-CLASS,SALOON,SILVER,B,78704.0
182-D-2365,2018-04-07,2018,7,GALWAY,AUDI,A6,SALOON,SILVER,C,71817.0
